nombre_establecimiento,razon_social,fecha_alta,categoria_actividad,actividad,personas_ocupadas,tipo_empresa,tipo_centro_comercio,centro_comercio,tipo_unidad_economica,direccion,colonia,alcaldia,telefono,correo_electronico,pagina_web,latitud,longitud
TIENDA NATURISTA VIVE,NA,2014-12-01,Farmacias y salud,"Productos naturistas, medicamentos homeopáticos y de complementos alimenticios",0 a 5 personas,Microempresa,MERCADO PUBLICO,ASOCIACION DE COMERCIANTES DEL MERCADO 225 LA PASTORA,Fijo,AVENIDA JUVENTINO ROSAS EXT. 210  C.P. 7240,EL ARBOLILLO 2 (U HAB),GUSTAVO A. MADERO,"5553670433",NA,NA,19.53068633,-99.14221735
TIENDA NATURISTA VIVE SALUDABLE LOC. 44,NA,2010-07-01,Farmacias y salud,"Productos naturistas, medicamentos homeopáticos y de complementos alimenticios",0 a 5 personas,Microempresa,MERCADO PUBLICO,VICENTE GUERRERO,Fijo,CALLE 314  INT. 44 C.P. 7420,NUEVA ATZACOALCO II,GUSTAVO A. MADERO,"5510222874",NA,NA,19.50113158,-99.08558511
TIENDA NATURISTA XICHITENCO,NA,2010-07-01,Farmacias y salud,"Productos naturistas, medicamentos homeopáticos y de complementos alimenticios",0 a 5 personas,Microempresa,NA,NA,Fijo,CALLE TEPANECAS EXT. 38  C.P. 2000,CENTRO DE AZCAPOTZALCO,AZCAPOTZALCO,"5553531451",NA,NA,19.48135193,-99.1851208
TIENDA NATURISTA XIMED,NA,2010-07-01,Farmacias y salud,"Productos naturistas, medicamentos homeopáticos y de complementos alimenticios",0 a 5 personas,Microempresa,NA,NA,Fijo,CALLE CALLEJON DEL CANAL EXT. 55  C.P. 15810,MERCED BALBUENA,VENUSTIANO CARRANZA,NA,NA,NA,19.42143353,-99.1250386
TIENDA NATURISTA XOCHIPILLI,NA,2016-01-01,Farmacias y salud,"Productos naturistas, medicamentos homeopáticos y de complementos alimenticios",0 a 5 personas,Microempresa,NA,NA,Fijo,CALLE SUR 16 EXT. 200  C.P. 8500,AGRICOLA ORIENTAL VI,IZTACALCO,"5557015641",NA,NA,19.39289597,-99.06271284
TIENDA NATURISTA XOCHITENCO,NA,2010-07-01,Farmacias y salud,"Productos naturistas, medicamentos homeopáticos y de complementos alimenticios",0 a 5 personas,Microempresa,NA,NA,Fijo,CALLE DON LUIS EXT. 21 INT. 2 C.P. 3500,NATIVITAS,BENITO JUAREZ,NA,NA,NA,19.37981781,-99.13959322
TIENDA NATURISTA XOCHITENCO,NA,2010-07-01,Farmacias y salud,"Productos naturistas, medicamentos homeopáticos y de complementos alimenticios",0 a 5 personas,Microempresa,MERCADO PUBLICO,MERCADO MORELOS,Fijo,EJE VIAL 3 ORIENTE (INGENIERO EDUARDO MOLINA) EXT. 165  C.P. 15270,MORELOS II,VENUSTIANO CARRANZA,NA,NA,NA,19.43998847,-99.11416917
TIENDA NATURISTA XOCHITENCO,NA,2010-07-01,Farmacias y salud,"Productos naturistas, medicamentos homeopáticos y de complementos alimenticios",0 a 5 personas,Microempresa,NA,NA,Fijo,AVENIDA DOLORES HIDALGO   C.P. 7510,SAN FELIPE DE JESUS II,GUSTAVO A. MADERO,NA,NA,NA,19.4906502,-99.0717438
TIENDA NATURISTA Y BOTÁNICA CARI,NA,2019-11-01,Farmacias y salud,"Productos naturistas, medicamentos homeopáticos y de complementos alimenticios",0 a 5 personas,Microempresa,NA,NA,Fijo,CALLE NINGUNO EXT. 74 INT. 0 C.P. 10640,PUEBLO NUEVO BAJO,LA MAGDALENA CONTRERAS,"5525108875",NA,NA,19.30514092,-99.24668951
TIENDA NATURISTA Y CLÍNICA HERBOMEDICA,NA,2010-07-01,Farmacias y salud,"Productos naturistas, medicamentos homeopáticos y de complementos alimenticios",6 a 10 personas,Microempresa,NA,NA,Fijo,CALLE CUAUHTEMOC EXT. 16 INT. 0 C.P. 9600,SANTIAGO ACAHUALTEPEC (PBLO),IZTAPALAPA,"5510528284",NA,NA,19.35667119,-99.00336474
TIENDA NATURISTA Y CONSULTORIO BIOMAGNETISMO SEVERO BARRIOS,NA,2010-07-01,Farmacias y salud,"Productos naturistas, medicamentos homeopáticos y de complementos alimenticios",0 a 5 personas,Microempresa,EDIFICIO COMERCIAL Y DE SERVICIOS,EDIFICIO COMERCIAL Y DE SERVICIOS SIN NOMBRE,Fijo,AVENIDA MAGDALENA EXT. 434  C.P. 3100,DEL VALLE III,BENITO JUAREZ,"5521897859",severobarrios@hotmail.com,NA,19.38963236,-99.17244751
TIENDA NATURISTA Y DE TE,NA,2014-12-01,Farmacias y salud,"Productos naturistas, medicamentos homeopáticos y de complementos alimenticios",0 a 5 personas,Microempresa,NA,NA,Fijo,AVENIDA AVENIDA DEL ROSAL EXT. 4 INT. 0 C.P. 1470,MOLINO DE ROSAS,ALVARO OBREGON,"5539444437",NA,NA,19.37278435,-99.19991546
TIENDA NATURISTA Y ESOTERICO,NA,2019-11-01,Farmacias y salud,"Productos naturistas, medicamentos homeopáticos y de complementos alimenticios",0 a 5 personas,Microempresa,MERCADO PUBLICO,LA FEDERAL,Fijo,CALLE EDUCACION PUBLICA EXT. 183 INT. 79 C.P. 15700,FEDERAL,VENUSTIANO CARRANZA,NA,NA,NA,19.42053125,-99.08936846
TIENDA NATURISTA Y HERBOLARIA,NA,2010-07-01,Farmacias y salud,"Productos naturistas, medicamentos homeopáticos y de complementos alimenticios",0 a 5 personas,Microempresa,NA,NA,Fijo,CALLE 55 EXT. 1  C.P. 9290,SANTA CRUZ MEYEHUALCO (U HAB) I,IZTAPALAPA,"5556426542",NA,NA,19.34571413,-99.04425279
TIENDA NATURISTA Y HERBOLARIA BAMBU,NA,2010-07-01,Farmacias y salud,"Productos naturistas, medicamentos homeopáticos y de complementos alimenticios",0 a 5 personas,Microempresa,NA,NA,Fijo,CALLE ROBERTO SOTO EXT. 7 INT. 0 C.P. 7280,JORGE NEGRETE,GUSTAVO A. MADERO,NA,NA,NA,19.52995076,-99.14353241
TIENDA NATURISTA Y HERBOLARIA SIN NOMBRE,NA,2019-11-01,Farmacias y salud,"Productos naturistas, medicamentos homeopáticos y de complementos alimenticios",0 a 5 personas,Microempresa,NA,NA,Fijo,CALLE FRANCISCO JIMENEZ EXT. 186  C.P. 13360,LA CONCHITA II,TLAHUAC,"5532169404",NA,NA,19.2897187,-99.03625722
TIENDA NATURISTA Y ORGÁNICOS,NA,2014-12-01,Farmacias y salud,"Productos naturistas, medicamentos homeopáticos y de complementos alimenticios",0 a 5 personas,Microempresa,NA,NA,Fijo,CALLE TIHUATLAN EXT. 0 INT. 0 C.P. 10400,SAN JERONIMO ACULCO - LIDICE (PBLO),LA MAGDALENA CONTRERAS,"5523190434",NA,NA,19.31788952,-99.22545698
TIENDA NATURISTA Y PRODUCTOS ESOTERICOS SIN NOMBRE,NA,2010-07-01,Farmacias y salud,"Productos naturistas, medicamentos homeopáticos y de complementos alimenticios",0 a 5 personas,Microempresa,NA,NA,Fijo,CALLE CAMINO DE LA SECRETARIA A EXT. 31 INT. 0 C.P. 7530,CAMPESTRE ARAGON II,GUSTAVO A. MADERO,"5565312835",NA,NA,19.48313789,-99.0831559
TIENDA NATURISTA Y PRODUCTOS HERBOLARIOS,NA,2010-07-01,Farmacias y salud,"Productos naturistas, medicamentos homeopáticos y de complementos alimenticios",0 a 5 personas,Microempresa,NA,NA,Fijo,CALLE 55 EXT. 1  C.P. 9290,SANTA CRUZ MEYEHUALCO (U HAB) I,IZTAPALAPA,NA,NA,NA,19.34571413,-99.04425279
TIENDA NATURISTA Y SOYA,NA,2010-07-01,Farmacias y salud,"Productos naturistas, medicamentos homeopáticos y de complementos alimenticios",0 a 5 personas,Microempresa,NA,NA,Fijo,EJE VIAL 2 ORIENTE (CONGRESO DE LA UNION)  INT. 8 C.P. 8300,SANTA ANITA,IZTACALCO,NA,NA,NA,19.40247317,-99.12193946
TIENDA NATURISTA Y TERAPIA ALTERNATIVA JIRO,NA,2019-11-01,Farmacias y salud,"Productos naturistas, medicamentos homeopáticos y de complementos alimenticios",0 a 5 personas,Microempresa,NA,NA,Fijo,AVENIDA TEPATITLAN   C.P. 7510,SAN FELIPE DE JESUS I,GUSTAVO A. MADERO,NA,NA,NA,19.49927463,-99.0712632
TIENDA NATURISTA YAKAREU,NA,2014-12-01,Farmacias y salud,"Productos naturistas, medicamentos homeopáticos y de complementos alimenticios",0 a 5 personas,Microempresa,MERCADO PUBLICO,MERCADO CHINAMPAC DE JUAREZ,Fijo,EJE VIAL 5 SUR (AVENIDA MARCELINO BUENDIA)  INT. 2 C.P. 9325,CHINAMPAC DE JUAREZ I,IZTAPALAPA,NA,NA,NA,19.37486703,-99.0542817
TIENDA NATURISTA YARELI,NA,2010-07-01,Farmacias y salud,"Productos naturistas, medicamentos homeopáticos y de complementos alimenticios",0 a 5 personas,Microempresa,MERCADO PUBLICO,MERCADO VERDE,Fijo,CALLE DOLORES GUERRERO EXT. 412 INT. 6 C.P. 4909,CTM VIII CULHUACAN (U HAB),COYOACAN,"5556087765",NA,NA,19.31492955,-99.10379004
TIENDA NATURISTA YERBATEX,NA,2014-12-01,Farmacias y salud,"Productos naturistas, medicamentos homeopáticos y de complementos alimenticios",0 a 5 personas,Microempresa,NA,NA,Fijo,EJE VIAL 3 NORTE (AVENIDA 506) EXT. 174  C.P. 7969,SAN JUAN DE ARAGON 2A SECCION (U HAB) II,GUSTAVO A. MADERO,NA,NA,NA,19.45415458,-99.08424038
TIENDA NATURISTA YING YANG,NA,2010-07-01,Farmacias y salud,"Productos naturistas, medicamentos homeopáticos y de complementos alimenticios",0 a 5 personas,Microempresa,NA,NA,Fijo,AVENIDA CALZADA LEGARIA EXT. 478 INT. 0 C.P. 11470,DEPORTIVA PENSIL,MIGUEL HIDALGO,NA,alfonsogarciaying@hotmail.com,NA,19.44928776,-99.20382768
TIENDA NATURISTA YIREH,NA,2019-11-01,Farmacias y salud,"Productos naturistas, medicamentos homeopáticos y de complementos alimenticios",0 a 5 personas,Microempresa,NA,NA,Fijo,OTRO (ESPECIFIQUE) NINGUNO   C.P. 9930,MIRASOLES (U HAB),IZTAPALAPA,"556465513",NA,NA,19.31747264,-99.07514561
TIENDA NATURISTA ZAMARA,NA,2010-07-01,Farmacias y salud,"Productos naturistas, medicamentos homeopáticos y de complementos alimenticios",0 a 5 personas,Microempresa,NA,NA,Fijo,AVENIDA AGUSTIN YAÑEZ EXT. 557 INT. 0 C.P. 9060,ESCUADRON 201,IZTAPALAPA,NA,NA,NA,19.36474428,-99.11004574
TIENDA NATURSTA,NA,2014-12-01,Farmacias y salud,"Productos naturistas, medicamentos homeopáticos y de complementos alimenticios",0 a 5 personas,Microempresa,NA,NA,Fijo,CALLE FRESNO EXT. 33  C.P. 9760,CONSEJO AGRARISTA MEXICANO I,IZTAPALAPA,NA,NA,NA,19.32173509,-99.0565684
TIENDA NIÑOS HEROES NATURISTA,NA,2014-12-01,Farmacias y salud,"Productos naturistas, medicamentos homeopáticos y de complementos alimenticios",0 a 5 personas,Microempresa,NA,NA,Fijo,CALLE DOCTOR ILDELFONSO VELASCO EXT. 2 INT. 0 C.P. 6720,DOCTORES II,CUAUHTEMOC,NA,NA,NA,19.41939028,-99.15072288
TIENDA NOE,OPCIONES FARMACEUTICAS SA DE CV,2019-11-01,Farmacias y salud,"Productos naturistas, medicamentos homeopáticos y de complementos alimenticios",0 a 5 personas,Microempresa,NA,NA,Fijo,EJE VIAL 3 NORTE (NOE) EXT. 35  C.P. 7840,GUADALUPE TEPEYAC,GUSTAVO A. MADERO,NA,NA,NA,19.46712834,-99.12208842
TIENDA ORTOPEDICA,NA,2010-07-01,Farmacias y salud,Artículos ortopédicos,0 a 5 personas,Microempresa,NA,NA,Fijo,EJE VIAL 8 SUR (CALZADA ERMITA IZTAPALAPA) EXT. 2737 INT. 0 C.P. 9700,SANTA CRUZ MEYEHUALCO (PBLO),IZTAPALAPA,"5556901111",NA,NA,19.3431722,-99.03914406
TIENDA PRODUCTOS NATURISTAS Y HERBOLARIA MISTICOS ESMERALDA,NA,2019-11-01,Farmacias y salud,"Productos naturistas, medicamentos homeopáticos y de complementos alimenticios",0 a 5 personas,Microempresa,NA,NA,Fijo,CALLE REPUBLICA DE URUGUAY EXT. 179  C.P. 6090,CENTRO VII,CUAUHTEMOC,NA,NA,NA,19.42909826,-99.12725623
TIENDA SANTAMARIA,NA,2019-11-01,Farmacias y salud,"Productos naturistas, medicamentos homeopáticos y de complementos alimenticios",0 a 5 personas,Microempresa,NA,NA,Fijo,EJE VIAL 1 NORTE (JOSE ANTONIO ALZATE) EXT. 46  C.P. 6300,SANTA MARIA LA RIBERA IV,CUAUHTEMOC,NA,NA,NA,19.44658525,-99.15545739
TIENDA SOYAVIDA NATURISTA,NA,2019-11-01,Farmacias y salud,"Productos naturistas, medicamentos homeopáticos y de complementos alimenticios",0 a 5 personas,Microempresa,NA,NA,Fijo,EJE VIAL 8 SUR (CALZADA ERMITA IZTAPALAPA) EXT. 108  C.P. 9360,SAN MIGUEL (BARR),IZTAPALAPA,"5554605443",NA,NA,19.35152535,-99.0756623
TIENS HEALTH PRODUCTS S DE RL DE CV,TIENS HEALTH PRODUCTS S DE RL DE CV,2010-07-01,Farmacias y salud,"Productos naturistas, medicamentos homeopáticos y de complementos alimenticios",11 a 30 personas,Pequeña empresa,NA,NA,Fijo,CIRCUITO INTERIOR (JOSE VASCONCELOS) EXT. 44 INT. 0 C.P. 6140,CONDESA,CUAUHTEMOC,"5552810453",NA,www.tiensmx.com,19.41862124,-99.17774665
TITA LA HIERBERITA,NA,2010-07-01,Farmacias y salud,"Productos naturistas, medicamentos homeopáticos y de complementos alimenticios",0 a 5 personas,Microempresa,MERCADO PUBLICO,MERCADO LA PAZ,Fijo,CALLE GUADALUPE VICTORIA EXT. 1 INT. 65 C.P. 14000,TLALPAN CENTRO,TLALPAN,NA,NA,NA,19.28783812,-99.16721682
TODO EN NATURISMO,NA,2010-07-01,Farmacias y salud,"Productos naturistas, medicamentos homeopáticos y de complementos alimenticios",0 a 5 personas,Microempresa,CENTRO Y PLAZA COMERCIAL,ZAPAMUNDI,Fijo,EJE VIAL 1 ORIENTE (AVENIDA CANAL DE MIRAMONTES) EXT. 2600 INT. 45 C.P. 4830,LOS CIPRESES,COYOACAN,"56777407",todoenaturismo_admon@hotmail.com,NA,19.32122468,-99.13276893
TODO NATURAL TIENDA NATURISTA,NA,2019-11-01,Farmacias y salud,"Productos naturistas, medicamentos homeopáticos y de complementos alimenticios",0 a 5 personas,Microempresa,MERCADO PUBLICO,MERCADO MELCHOR MUZQUIZ,Fijo,AVENIDA REVOLUCION EXT. 43 INT. 147 C.P. 1000,SAN ANGEL,ALVARO OBREGON,NA,NA,NA,19.34283022,-99.19069722
TODO PARA EL PACIENTE,NA,2019-11-01,Farmacias y salud,Artículos ortopédicos,0 a 5 personas,Microempresa,CENTRO Y PLAZA COMERCIAL,PLAZA CANARIO,Fijo,CALLE CANARIO EXT. 166 INT. 0 C.P. 1150,TOLTECA,ALVARO OBREGON,NA,NA,NA,19.3931439,-99.19376354
TONIC LIFE CDMX CUAUHTEMOC ROMA,TONIC WORLD CENTER SA DE CV,2010-07-01,Farmacias y salud,"Productos naturistas, medicamentos homeopáticos y de complementos alimenticios",0 a 5 personas,Microempresa,NA,NA,Fijo,CALLE CÓRDOBA EXT. 76  C.P. 6700,ROMA NORTE II,CUAUHTEMOC,NA,NA,NA,19.42034725,-99.15892808
TONIC LIFE CDMX INDIOS VERDES,TONIC WORLD CENTER SA DE CV,2014-12-01,Farmacias y salud,"Productos naturistas, medicamentos homeopáticos y de complementos alimenticios",0 a 5 personas,Microempresa,NA,NA,Fijo,CALZADA TICOMAN EXT. 172  C.P. 3776,LINDAVISTA II,GUSTAVO A. MADERO,NA,rrhh@toniclife.mx,NA,19.49930771,-99.12517047
TONIC LIFE PRODUCTOS NATURISTAS SUCURSAL INDIOS VERDES,TONIC WORLD CENTER SA DE CV,2016-01-01,Farmacias y salud,"Productos naturistas, medicamentos homeopáticos y de complementos alimenticios",0 a 5 personas,Microempresa,CENTRO Y PLAZA COMERCIAL,PLAZA PABELLON TICOMAN,Fijo,CALLE CALLAO EXT. 924  C.P. 7300,LINDAVISTA II,GUSTAVO A. MADERO,"5567986485",indiosverdes_toniclife@hotmail.com,www.toniclife.com.mx,19.49396045,-99.12176359
TONIC WORLD CENTER,TONIC WORLD CENTER SA DE CV,2016-01-01,Farmacias y salud,"Productos naturistas, medicamentos homeopáticos y de complementos alimenticios",0 a 5 personas,Microempresa,NA,NA,Fijo,CALLE GUANAJUATO EXT. 9  C.P. 6700,ROMA NORTE III,CUAUHTEMOC,NA,tonicworldcenter@gmail.com,NA,19.41777631,-99.15480551
TOTAL FALMA,NA,2019-11-01,Farmacias y salud,"Productos naturistas, medicamentos homeopáticos y de complementos alimenticios",0 a 5 personas,Microempresa,NA,NA,Fijo,CALLE AVENIDA JALISCO PONIENTE EXT. 2 INT. 0 C.P. 12000,VILLA MILPA ALTA (PBLO),MILPA ALTA,NA,NA,NA,19.19196825,-99.02436467
TOTAL MEDIC,TOTAL MEDIC SA DE CV,2019-11-01,Farmacias y salud,Artículos ortopédicos,0 a 5 personas,Microempresa,NA,NA,Fijo,AVENIDA DOCTOR JOSE MARIA VERTIZ EXT. 1295 INT. 0 C.P. 3650,LETRAN VALLE,BENITO JUAREZ,NA,contacto@totalmedic.mx,www.totalmedic.com.mx,19.3748844,-99.15424314
TOTAL MEDIC,TOTAL MEDIC SA DE CV,2016-10-01,Farmacias y salud,Artículos ortopédicos,0 a 5 personas,Microempresa,OTRO CONGLOMERADO,LOCAL,Fijo,AVENIDA DOCTOR JOSÉ MARÍA VÉRTIZ EXT. 1295 INT. 0 C.P. 3650,LETRAN VALLE,BENITO JUAREZ,NA,ventas@totalmedic.mx,NA,19.37493881,-99.15423294
TRATAMIENTOS ALTERNATIVOS NATURALES,NA,2010-07-01,Farmacias y salud,"Productos naturistas, medicamentos homeopáticos y de complementos alimenticios",0 a 5 personas,Microempresa,NA,NA,Fijo,CALLE ORIENTE 102 EXT. 2320 INT. 0 C.P. 8720,TLACOTAL RAMOS MILLAN,IZTACALCO,NA,maricarmenp_@hotmail.com,NA,19.3947657,-99.10699392
TRAZOS PROYECTOR DE CUERPO OPTICOS,NA,2014-12-01,Farmacias y salud,Artículos ortopédicos,0 a 5 personas,Microempresa,NA,NA,Fijo,CALLE COPAL EXT. 62  C.P. 4369,PEDREGAL DE STO DOMINGO I,COYOACAN,"55625364",casraquel@hotmail.com,NA,19.33503047,-99.16771911
TU FARMACIA,NA,2019-11-01,Farmacias y salud,Farmacias sin minisúper,0 a 5 personas,Microempresa,NA,NA,Fijo,CALLE FRANCISCO VILLA EXT. 183 INT. 0 C.P. 9410,EL TRIUNFO (AMPL),IZTAPALAPA,"5543289613",NA,NA,19.3763597,-99.11365562
TUFARMA,COMERCIALIZADORA E IMPORTADORA RENZME,2019-11-01,Farmacias y salud,"Productos naturistas, medicamentos homeopáticos y de complementos alimenticios",0 a 5 personas,Microempresa,NA,NA,Fijo,CALLE PAYSANDU EXT. 10  C.P. 7740,VALLE DEL TEPEYAC,GUSTAVO A. MADERO,NA,NA,NA,19.48882337,-99.14369174
TUNING THE BEAST,NA,2019-11-01,Farmacias y salud,"Productos naturistas, medicamentos homeopáticos y de complementos alimenticios",0 a 5 personas,Microempresa,NA,NA,Fijo,CALLE SEGOVIA EXT. 165 INT. 0 C.P. 3400,ALAMOS I,BENITO JUAREZ,NA,tuningthebeast1@gmail.com,NA,19.39989358,-99.13780575
TWO STARS SUPLEMENTS,NA,2019-11-01,Farmacias y salud,"Productos naturistas, medicamentos homeopáticos y de complementos alimenticios",0 a 5 personas,Microempresa,NA,NA,Fijo,CALLE NEZAHUALPILLI EXT. 16  C.P. 4300,AJUSCO III,COYOACAN,NA,NA,NA,19.31398045,-99.1640956
TYNOR,TYNOR SA DE CV,2014-12-01,Farmacias y salud,Artículos ortopédicos,11 a 30 personas,Pequeña empresa,NA,NA,Fijo,CALLE AZAHARES EXT. 92  C.P. 6430,SANTA MARIA INSURGENTES,CUAUHTEMOC,NA,informes@tynor.com.mx,www.tynor.com.mx,19.46156489,-99.14983127
U&B DISTRIBUCION,U&B DISTRIBUCION SA DE CV,2019-11-01,Farmacias y salud,"Productos naturistas, medicamentos homeopáticos y de complementos alimenticios",0 a 5 personas,Microempresa,CENTRAL DE ABASTO,ABARROTES Y VIVERES,Fijo,EJE VIAL 5 SUR (LEYES DE REFORMA)   C.P. 9410,PASEOS DE CHURUBUSCO,IZTAPALAPA,"5571542165",NA,NA,19.37898031,-99.09316745
U&B DISTRIBUCION,U&B DISTRIBUCION SA DE CV,2019-11-01,Farmacias y salud,"Productos naturistas, medicamentos homeopáticos y de complementos alimenticios",0 a 5 personas,Microempresa,CENTRAL DE ABASTO,ABARROTES Y VIVERES,Fijo,EJE VIAL 5 SUR (LEYES DE REFORMA)   C.P. 9410,PASEOS DE CHURUBUSCO,IZTAPALAPA,"5556004974",NA,NA,19.37898031,-99.09316745
ULTRA FARM,NA,2019-11-01,Farmacias y salud,Farmacias sin minisúper,0 a 5 personas,Microempresa,NA,NA,Fijo,AVENIDA JOSE LOPEZ PORTILLO EXT. 1 INT. 0 C.P. 9760,CONSEJO AGRARISTA MEXICANO II,IZTAPALAPA,"5534997789",NA,NA,19.32572312,-99.05475295
ULTRAFARMA,NA,2010-07-01,Farmacias y salud,Farmacias sin minisúper,0 a 5 personas,Microempresa,NA,NA,Fijo,CALLE PORFIRIO DIAZ EXT. 14  C.P. 9870,SAN LORENZO TEZONCO (PBLO),IZTAPALAPA,NA,NA,NA,19.31261134,-99.06821394
ULTRAGENIC,ULTRAGENIC SA DE CV,2019-11-01,Farmacias y salud,"Productos naturistas, medicamentos homeopáticos y de complementos alimenticios",0 a 5 personas,Microempresa,EDIFICIO COMERCIAL Y DE SERVICIOS,TUXPAN 18,Fijo,CALLE TUXPAN EXT. 18  C.P. 6760,ROMA SUR I,CUAUHTEMOC,NA,NA,NA,19.40611864,-99.16772533
UNIDAD MEDICA BIO,NA,2019-11-01,Farmacias y salud,Farmacias sin minisúper,0 a 5 personas,Microempresa,NA,NA,Fijo,CALLE BATALLA PASO DE OVEJAS EXT. 960 INT. 0 C.P. 9310,LEYES DE REFORMA 3A SECCION II,IZTAPALAPA,"5574815204",racielc2_@hotmail.com,NA,19.37597454,-99.07066458
UNIDAD PODOLOGICA ORTOPEDICA,NA,2014-12-01,Farmacias y salud,Artículos ortopédicos,0 a 5 personas,Microempresa,NA,NA,Fijo,AVENIDA 3-A EXT. 60  C.P. 7620,SANTA ROSA,GUSTAVO A. MADERO,NA,NA,NA,19.52042426,-99.16576186
UNIFORMES Y ORTOPEDIA MONTAÑO,NA,2010-07-01,Farmacias y salud,Artículos ortopédicos,0 a 5 personas,Microempresa,NA,NA,Fijo,CALLE GENERAL FRANCISCO LEYVA EXT. 33  C.P. 9100,JUAN ESCUTIA II,IZTAPALAPA,NA,NA,NA,19.3883926,-99.03888461
URQUIETA AUDITIVOS,NA,2010-07-01,Farmacias y salud,Artículos ortopédicos,6 a 10 personas,Microempresa,NA,NA,Fijo,EJE VIAL 1 ORIENTE (AVENIDA CANAL DE MIRAMONTES) EXT. 2761 INT. 0 C.P. 4890,JARDINES DE COYOACAN (FRACC),COYOACAN,NA,info@auditivosurquieta.com.mx,www.auditivosurquieta.com,19.31602124,-99.12565096
USANA MEXICO SA DE CV,USANA MEXICO SA DE CV,2010-07-01,Farmacias y salud,"Productos naturistas, medicamentos homeopáticos y de complementos alimenticios",51 a 100 personas,Mediana empresa,NA,NA,Fijo,AVENIDA PASEO DE LAS PALMAS EXT. 525  C.P. 11000,LOMAS DE CHAPULTEPEC,MIGUEL HIDALGO,NA,hugo.alvarez@mx.usana.com,NA,19.42985127,-99.2125851
UVM COYOACAN 3,NUTRISA SA DE CV,2016-10-01,Farmacias y salud,"Productos naturistas, medicamentos homeopáticos y de complementos alimenticios",0 a 5 personas,Microempresa,NA,NA,Fijo,CALZADA DE TLALPAN EXT. 3058  C.P. 14370,EX HACIENDA COAPA,COYOACAN,NA,NA,www.nutrisa.com.mx,19.31271159,-99.14015881
V Y C FARMA,NA,2014-12-01,Farmacias y salud,Farmacias sin minisúper,0 a 5 personas,Microempresa,NA,NA,Fijo,CALLE PLAYA TENACATITLA EXT. 6  C.P. 8820,SANTIAGO SUR,IZTACALCO,NA,NA,NA,19.39032701,-99.12575528
VANGUARDIA FARMACEUTICA,NA,2019-11-01,Farmacias y salud,Farmacias con minisúper,0 a 5 personas,Microempresa,NA,NA,Fijo,CALLE PURISIMA EXT. 12  C.P. 9870,SANTA MARIA TOMATLAN (PBLO),IZTAPALAPA,NA,NA,NA,19.32232062,-99.09938577
VANTAGE SERVICIOS INTEGRALES DE SALUD,VANTAGE SERVICIOS INTEGRALES DE SALUD SA DE CV,2021-05-01,Farmacias y salud,Farmacias sin minisúper,251 y más personas,Grande empresa,NA,NA,Fijo,VACIO PROLONGACION VASCO DE QUIROGA EXT. 4800  ,LAS TINAJAS,CUAJIMALPA DE MORELOS,NA,fabiola.santoyo@grupovanquish.com.mx,NA,19.35885469,-99.27799487
VELADORAS ARIES,NA,2019-11-01,Farmacias y salud,"Productos naturistas, medicamentos homeopáticos y de complementos alimenticios",0 a 5 personas,Microempresa,NA,NA,Fijo,AVENIDA SAN BERNABE EXT. 1103 INT. 0 C.P. 10020,CUAUHTEMOC,LA MAGDALENA CONTRERAS,"5522693795",NA,NA,19.31986291,-99.24444215
VELADORAS ESOTERISMO MISTICO,NA,2010-07-01,Farmacias y salud,"Productos naturistas, medicamentos homeopáticos y de complementos alimenticios",0 a 5 personas,Microempresa,NA,NA,Fijo,AVENIDA VASCO DE QUIROGA EXT. 1490 INT. 75 C.P. 1210,SANTA FE,ALVARO OBREGON,NA,NA,NA,19.38165512,-99.24029631
VENT DE AUDIFONOS,NA,2019-11-01,Farmacias y salud,Artículos ortopédicos,0 a 5 personas,Microempresa,CENTRO Y PLAZA COMERCIAL,PLAZA DE LA TECNOLOGIA,Fijo,CALLE REPUBLICA DE URUGUAY EXT. 5 INT. 51 C.P. 6000,CENTRO IV,CUAUHTEMOC,NA,NA,NA,19.4310709,-99.14109842
VENTA DE APARATOS AUDITIVOS  AUDIOTECH ERMITA,INSTITUTO AUDIOLOGICO AUDIOTECH SA DE CV,2016-01-01,Farmacias y salud,Artículos ortopédicos,0 a 5 personas,Microempresa,NA,NA,Fijo,EJE VIAL 8 SUR (CALZADA ERMITA IZTAPALAPA) EXT. 941  C.P. 9820,STA ISABEL INDUSTRIAL,IZTAPALAPA,NA,ermita@auditech.com,audiotech.com.mx,19.35577461,-99.10359708
VENTA DE APARATOS AUDITIVOS CENTROS AUDITIVOS AUDIONOVA,GRUPO SONOVA SA DE CV,2014-12-01,Farmacias y salud,Artículos ortopédicos,6 a 10 personas,Microempresa,NA,NA,Fijo,AVENIDA MICHOACAN EXT. 134  C.P. 6140,HIPODROMO CONDESA,CUAUHTEMOC,"8009036600",NA,www.audionova.com,19.41126203,-99.17702048
VENTA DE APARATOS ORTOPÉDICOS,NA,2014-12-01,Farmacias y salud,Artículos ortopédicos,0 a 5 personas,Microempresa,NA,NA,Fijo,EJE VIAL 4 NORTE (AVENIDA FORTUNA)   C.P. 6760,MAGDALENA DE LAS SALINAS,GUSTAVO A. MADERO,NA,NA,NA,19.48521756,-99.13712298
